"cvegeo","frec"
"090120001045A009",1
"0900500012023013",1
"0900200010504015",2
"0900500013178013",1
"0901500011267006",2
"0900700010977002",1
"0901000010845010",1
"0901200010939003",1
"0901500011214007",1
"0900600010607014",1
"0901400010721015",1
"090140001005A001",1
"0900200010631026",2
"090050001078A023",1
"0900200010595015",1
"0900700015272010",1
"0900200010379009",1
"0900700012935030",1
"0900700012494020",1
"0900700011015015",2
"0900700015198022",1
"0901100010151022",2
"0901500010979011",1
"0901700010884007",1
"0900500013163023",1
"0901200010676003",1
"0900700011941031",1
"0901400010628009",1
"0901500011002004",1
"0900500012004014",1
"0900700013153005",1
"0901500010339006",1
"0901200010657032",2
"0900700013577023",1
"0900500011434013",1
"0900300011162008",2
"0900500011881010",1
"0900700015075012",1
"0901600010069030",1
"090070001134A002",1
"0901600010730015",1
"0900400010072021",1
"090170001087A008",1
"0900200011019019",1
"0901600010285009",1
"0900200011112013",1
"0901000010968019",1
"090120001020A009",2
"0900700011994003",1
"0901400010295003",1
"0900700014931012",3
"0901700010140002",1
"0901500010697016",1
"0900700010214016",1
"0901200010229005",1
"0901100211003008",2
"090160001118A016",1
"0901100010132018",1
"0900500010563018",1
"090170001030A028",1
"0900200010398009",1
"0900700015380023",1
"0900800010103007",1
"0901400010346007",1
"0901000011453032",1
"0900500011631027",1
"0901600011103008",1
"0901200010360002",1
"0901000011627016",1
"0901200012013003",2
"0900700011369014",1
"0900500013356001",1
"0901200011566001",1
"0901200011481051",1
"0901200012263005",1
"0900800010194016",1
"0900400010119003",1
"0900900170399007",1
"0901700011030007",1
"0900500013055036",1
"0901600010020002",1
"0901300010029013",1
"0901500011500010",1
"0900500012860029",1
"0900700010676007",1
"090070001508A005",1
"0900700015018010",1
"0901200010676019",2
"090050001085A039",1
"0901000010972016",1
"0900500013089015",1
"0901600011156014",1
"0900500011114014",1
"0900600010541003",1
"0900400010231005",1
"0901700010352003",1
"0900200010275009",3
"0900700010356026",1
"0901000011665010",1
"0901500010979007",1
"0900300011124018",1
"0900300010198017",2
"0900800010349046",1
"0901200011369014",1
"0900700011087036",1
"0901500010358002",1
"0901200272032020",1
"0900700012545006",1
"0900300011590034",1
"0901000010050018",1
"0900500011557013",1
"0900500010597005",1
"0901500010822017",1
"0900600010503009",1
"0901700010390012",1
"0901400010810005",1
"0900700010905015",2
"0901300011192027",1
"0901400010384003",1
"0900600010984001",2
"090070001255A004",1
"0900400010049001",1
"0900900110435025",1
"0901500011479008",1
"0900900330350029",1
"0900500013318013",1
"0900300010304012",1
"0900700010981022",1
"090110001108A050",1
"0900800010315002",2
"0901100010325004",1
"0901600010603022",1
"0901500010305004",1
"0900200010167013",1
"0900200010449018",1
"0900700010708016",1
"0901400010045011",1
"090050001181A008",1
"0900600011056016",1
"090100001128A005",1
"0900800010283003",1
"0900700014024039",1
"0900700010568050",1
"0901300010404004",1
"0900600010787020",1
"090170001062A007",1
"090160001118A021",2
"0900200010909001",1
"0900700013079043",1
"0900700012954020",1
"0900700012494026",1
"0900200010699012",1
"0900500012875011",1
"0900700013276003",1
"0901100010575016",2
"0901400011024009",1
"0900400010123009",1
"090050001078A020",1
"0901000011345004",1
"090150001056A002",1
"0900200010701009",1
"0900300011586020",1
"0900300010145016",1
"0900500011311013",2
"090140001005A003",1
"0901000012131025",1
"0900200010716007",1
"0901700011524011",1
"0901000010243014",1
"0901200010341021",1
"0900300011675033",1
"0901100010950047",1
"0901600010641016",1
"0900200010966018",1
"0901300010067001",1
"0901300011084032",1
"0900700012973006",1
"0901000011294004",1
"0901500010856019",1
"0900300011497024",1
"0901700011149005",2
"0900200010133013",1
"0900700015018011",1
"0901200011744040",1
"0901000011735012",1
"0900700013276011",1
"0901600010641006",1
"0901500011252010",1
"0900600010325023",1
"0900500010436032",1
"0900600010734008",1
"0900700013030002",1
"0900700014293047",1
"0900700011640022",1
"0900500011862023",1
"0901200010587028",1
"0901500010269004",1
"0900700012738024",1
"0900700013223036",1
"0900900110401034",1
"0900500012593001",1
"0900500011896021",1
"0900700012969021",1
"0900700015215022",1
"0900700012102002",1
"0901400010613017",1
"0900700011867009",1
"0900700015130002",1
"0900200010472015",1
"0901600010393009",1
"0900800010086010",1
"0900600010753006",1
"0900500010883008",1
"0900800010527038",1
"0900400010405007",2
"0900500010953016",2
"0901000010474017",1
"0900700015272003",1
"0901700011172011",1
"0901200010924003",1
"0900500010991014",1
"0901500010362005",1
"0901500011498028",1
"0900800010353002",1
"090140001101A002",1
"0901000010296002",1
"0900300011618009",1
"0900200010970028",1
"0901000010864020",1
"090050001217A022",1
"0900700014058022",2
"0901200011994001",1
"0900500011646005",1
"0900400010212002",1
"0900600010984003",1
"0901400010261024",1
"0900700014772024",1
"0900700014077002",1
"090070001255A008",1
"0900400010104008",1
"0900300010658006",1
"0900700010981012",1
"0900700010479009",1
"0901700010827008",2
"0901500011411013",1
"0900500011097002",1
"0900700013492005",1
"0901100010255002",1
"0901000011858005",3
"0900500012235025",1
"0901200010464016",1
"0901400010308001",1
"0901000011773032",1
"0900300010287024",1
"0900500011769018",1
"0901500011318021",1
"0900700014293030",1
"0900200010576001",1
"090170001112A009",1
"0901100010039024",1
"0900800010226027",1
"0901000010510013",1
"0901000010760001",1
"0900700013863001",2
"0901000010722008",1
"090050001039A004",1
"090060001097A009",1
"0900500011858018",1
"0900500013182023",1
"0900400010373062",1
"0900700010835023",1
"0901100010310014",1
"0900700011566011",1
"0900700014471053",1
"090140001005A017",1
"0901200012140036",1
"0901200261689016",1
"0900600010931014",1
"0900300011001018",1
"0901000011203009",1
"0900900010312015",1
"0900200010608018",1
"0901300010029017",1
"0900700013717032",1
"0900700013115028",2
"0901400010100003",1
"0901600010482018",1
"0900700012704001",1
"0900600010838031",4
"0901400010702017",2
"0900700011759005",1
"0901200010483010",1
"0901200010962001",1
"0900200010400005",1
"0901700010776012",1
"0901500010682005",1
"0900300011158034",1
"0901600011156012",1
"0900800010141016",1
"0900300011321007",1
"0901600010181005",1
"0900700014734029",1
"0900800010141006",1
"0901400010149003",1
"0901600010815008",1
"0901000010239002",2
"0900300010817010",1
"0901200011369012",1
"0900300010450017",1
"0900700010568027",1
"0901700010901004",1
"0901700010704004",1
"0900700011867011",1
"0901600010410007",1
"0900600010429018",1
"0901700010244008",1
"0901600010891011",2
"0901300011099019",1
"0900800010283009",2
"0900700012757035",1
"0901300010527021",2
"0900500013267003",1
"0901600011014020",1
"0900500010205044",1
"0900700011941022",1
"0900600010700018",1
"0900700015431024",1
"0900500012856015",1
"0900600010255009",1
"0900200010839001",2
"0901600011160003",1
"0900700014749006",1
"0900500010027030",1
"090070001134A031",1
"0900600010414019",1
"0900700011354003",1
"0900200010307032",1
"0901700011416010",1
"0901600010285010",1
"0900700011763002",1
"0901100010058008",1
"090120001052A006",1
"0901200010337019",1
"0900500010370004",1
"0901700011064020",1
"0901700010920002",1
"0901400010187031",1
"0900700014363032",1
"0901000011519002",1
"0901200010888018",1
"090100001103A007",1
"0900500012894009",1
"0901100011291029",1
"0900500012324014",2
"0901200012263023",1
"0901600010389002",1
"0900500011345021",2
"0900700013488013",1
"0900300010130019",1
"090050001270A001",1
"0901000011699018",1
"0900500012682038",1
"0900700011513028",1
"0900300010145023",1
"0900400010180022",1
"0900700011369012",1
"0901100010077027",1
"0901200010591008",1
"0900200011023026",1
"0901200010572012",1
"0901500011498010",1
"0901200011636015",1
"0901300011370002",1
"090120001223A022",1
"090070001091A040",1
"0901300010315004",1
"090150001138A001",2
"0901000011557031",1
"0901300010230011",1
"0900300010963022",1
"0900600010518001",1
"0900300011726007",1
"0900500012663041",1
"0900700010375020",1
"0900300010272010",1
"0901600010891017",1
"0900800010404022",1
"0901100010927008",3
"0900400010176016",1
"090080001018A004",1
"0900200010843030",1
"090070001472A023",2
"0900700010479003",2
"0901300010137004",1
"0901400010134014",1
"0900400010299003",1
"0900700012564026",2
"090070001593A001",3
"0901600010410011",1
"0901000012150002",1
"0901400010312006",1
"0900700012757031",2
"0901500011290012",1
"0901700011100020",1
"0901200011570009",1
"0900400010301001",1
"0901500010343013",1
"0901200261528010",1
"090110021115A024",1
"0900500012201022",2
"0901100011249017",1
"0900600010787005",1
"0901000012324009",1
"0900500011006017",1
"0900300010982002",1
"090100001128A020",1
"0901000011222011",1
"0901100010310024",1
"0901500010108013",1
"0901300010669032",1
"0900700012564023",1
"0900700015910021",1
"0900900010331021",1
"0901000011275003",2
"0900500012324025",1
"0901700011011017",1
"0900800010029026",1
"0900500011044006",1
"0901400010596004",1
"0900800010194020",1
"090030001015A019",1
"0900600010236006",1
"0900700011778022",1
"090030001061A025",1
"0900500010879023",1
"0900300011618011",1
"0900700010977014",1
"0900200010294012",2
"0900600011198002",1
"0901200011937003",1
"0900700010801018",1
"0900500012220016",1
"0901500010517012",1
"0901700011098022",1
"0901600010730008",1
"090060001072A005",1
"090050001014A015",2
"0900700015060021",1
"090020001010A040",1
"0900700013219037",1
"0901200011119051",1
"090050001039A018",1
"0901000010671012",1
"0900700011176036",1
"0900500011932004",2
"0900300011660014",1
"0901000011788020",1
"090170001087A018",1
"090030001093A002",1
"0901200011072019",1
"0901000010313005",1
"0901400010897020",1
"0901300010353004",1
"0901000012165017",2
"0900500013159028",1
"0900200010839013",1
"0900700012545020",1
"0900300010802015",1
"0901300010230003",1
"0900300011726019",1
"0900300010681003",1
"0901100011291018",1
"0901200010125023",2
"0901700010066006",1
"090160001004A007",2
"0901300010870008",1
"0901500011337005",1
"0900600010240007",1
"0900300011270007",1
"0901300010669012",1
"0900500010050020",1
"090130001107A012",1
"0901000011190024",2
"0901400010399006",1
"0900700012884017",1
"0901200010958009",3
"0900600010310017",1
"0900600010611009",1
"0900300011726001",1
"0901200010869003",1
"0901200262418017",1
"0900700013401031",1
"0901100010113008",2
"0900700012047032",1
"0900300011270017",1
"0901300010654007",1
"0901200010549009",1
"0901600010942012",1
"0900500012396012",1
"0900800010211014",1
"0900700010623017",1
"0900300010817017",1
"0900700010676009",1
"0901000011222010",2
"0900200010010030",2
"0901000011684021",1
"0900200010792015",1
"0900700010318006",1
"0900500011561027",1
"0900300010179017",1
"0901700011026018",1
"0900700010750029",3
"0900700010089006",1
"0900300010056005",1
"0900300010094006",1
"0901200011509036",2
"0901200011458006",1
"0901200011119008",2
"0900800010211031",2
"0901200261528011",2
"0901200010483017",1
"0900700012935006",1
"0901500010593002",1
"0901500011002018",1
"0900500010366027",1
"0901200012189008",1
"0900700010110002",1
"090070001426A019",1
"0900300010075004",1
"0900800010086009",1
"0900800010300025",1
"0900900360242029",2
"0901600010675014",1
"0901000010027046",2
"0900700015770024",2
"0901400010721004",1
"090030001168A002",1
"0900500010794011",1
"0901600010872012",1
"0901200010962003",1
"0900300010501016",1
"0900700010483007",1
"0900300010728014",1
"0901300010230013",3
"0900500012220005",1
"0900800010546019",1
"0900700011706048",1
"0901500010428009",1
"090050001181A018",1
"0901000011006012",1
"0900500010775001",1
"0900700013238033",1
"090030001150A004",1
"0901200010939009",1
"0901200012225011",1
"0900500013267001",1
"0900600011022021",1
"0900800010048024",1
"0901700010121029",1
"0901000012184027",1
"0900300010889025",1
"0901400010577013",1
"0900700011833015",2
"0901700010244004",1
"0900700013238020",1
"0900700013026004",3
"0901000011307017",2
"0901000010084014",1
"0900300010573020",1
"0901400010628017",2
"0901400010702001",1
"0901400010350023",1
"0900700010750018",1
"0901200011937001",1
"0900300011181015",1
"0900800010550002",2
"0900800010226008",1
"0901400010191002",1
"0900700010572024",1
"0900300010450001",2
"0901100011249010",1
"0900500011913007",1
"0900700013223045",1
"0901500010108019",2
"0901700010282022",1
"0901700011168014",1
"0900200011146013",3
"0900500012216013",1
"0900400010119009",3
"0901200010163012",1
"0900300010126013",1
"0900700012668007",2
"0900300010107006",1
"0901600010571017",1
"0900500011275012",1
"0900700015893006",1
"0900700012969023",1
"0900500011896023",1
"0900300010520012",1
"0901200010820019",1
"0900200010576009",1
"0900700013079017",2
"0901300011370024",1
"090120001045A007",1
"0900700013064028",1
"0901100011357020",2
"0900600010325021",1
"0901200010623003",1
"0900700010356006",2
"0901600010181016",1
"0901600011283005",1
"0900500012979037",1
"0900300011020001",1
"0900500010192005",1
"0901600010571019",1
"0900700010731006",2
"0901600011349006",1
"0901400010774024",1
"0900700011301026",1
"0901000010099001",1
"0901600011349016",1
"0900700010731016",1
"0900700010820019",1
"0901200011157014",2
"0900700012884003",1
"0900700013242027",1
"090070001337A014",1
"0900500012288018",1
"0900300011158004",1
"0900700013295015",1
"0901000012199014",1
"0901400010628019",1
"0900200010133009",2
"0901000010135013",2
"0901400010327011",1
"0901400010115016",1
"0901200010483003",2
"0900500010968014",1
"0901500011464008",1
"0901100011268026",1
"0900900360242018",1
"0900600010664017",1
"0900500011190011",1
"0901700011384006",1
"0901400010651001",1
"0901700011011013",1
"0901600010694023",1
"0900700012193002",1
"0900200010398011",1
"0900300010018007",1
"0900700013242018",1
"0901500010466002",1
"0900500011129019",1
"090170001055A002",1
"0901100010999021",2
"0900700010500018",1
"0900500010050040",1
"0901100211018014",1
"090100001053A009",2
"0900600010842006",1
"090170001048A007",1
"0900900290469016",1
"0900500010968008",1
"0901500011002012",2
"0901200011299040",1
"0901300010372011",1
"0901100011268009",1
"0901500010644017",1
"0900400200316008",1
"0900500011699003",2
"090030001015A021",1
"0900800010387011",2
"090140001090A003",1
"0901500011093007",1
"0901500011394004",1
"0901300010160003",2
"0900700010943003",1
"0900300010821013",1
"0900300010094019",1
"0901300010334003",1
"0901000010116014",1
"0900200010186008",2
"0900700012812002",1
"0901500010663013",1
"090050001085A024",1
"0900700011458019",1
"0900200010792012",1
"0901400010755002",1
"090070001433A014",2
"0901000011186004",1
"0900300010817016",1
"0901400010990007",1
"0900800010264019",1
"0900500011260020",1
"0901000010756006",1
"0900600010734012",1
"0900800010230010",2
"0901200011481012",1
"0900700010977004",1
"0900700011462018",1
"0901000011631040",1
"0900700013219024",1
"0900600010698009",1
"0901700010174014",1
"0901200010500018",1
"0900700010623006",2
"0900700012140018",1
"0900500011862010",1
"0901200012013026",1
"0900700010657008",1
"0901000010313011",1
"090070001209A007",2
"0900700011458011",1
"090060001058A028",2
"0900200010561016",1
"0901400010115007",1
"0900500011612005",1
"0901200010943007",1
"0900500010830020",2
"0900400010299005",1
"0900500013214008",1
"0900700010089003",1
"0900400010104012",1
"0900300010997011",1
"0900300011001025",2
"0901400010469005",1
"090140001090A019",1
"0900800010245002",1
"0901000012080040",1
"090030001008A013",1
"0900700015446013",1
"0900500011735026",1
"0900500012625042",1
"0900700010515017",1
"0901700010865013",1
"0900500012485025",1
"0900500011824033",1
"0900300010056013",1
"0900700013242012",1
"0900400010138001",4
"0901200010869006",1
"0901700010066010",1
"0901200011890002",1
"0900500011171024",1
"0900700010356019",2
"0900500010436004",1
"0900700015198004",1
"0901200012193015",1
"0900700013223015",1
"0901100011357040",1
"0901400010420005",1
"0900400010195004",1
"0901300010917038",1
"090070001216A012",1
"0900700014965018",1
"0900300010959039",1
"0901500011267009",1
"0900700012954011",1
"0900500010281026",1
"0901400010882017",1
"0901100011111001",2
"0900700013632012",1
"090070001159A016",1
"0901100010166010",1
"0900300010056010",1
"0900300010624010",1
"0900700012653015",1
"0901400010257004",1
"0901500011055002",1
"0900500012822007",1
"090030001086A024",1
"0900500013341003",1
"0901000011078008",1
"0900700011640008",1
"0900700011693007",1
"0901200010515017",2
"0901400010990011",1
"0900300010713015",1
"0900600010429024",1
"0901300010160017",1
"0900500011218015",1
"0900700011195015",1
"0901400010153002",1
"0900700014999018",1
"0900500012875020",1
"0901300010090041",1
"0901300010334007",1
"0900300010060006",2
"0900500013375001",1
"0901200012121021",1
"0900500011260023",1
"0901500010663017",1
"0901200010820005",1
"0900500012076001",1
"090070001262A026",2
"090070001084A002",2
"0901500011337003",1
"090070001305A026",1
"0900700012615024",1
"0900500010811011",1
"0900900110435029",2
"0901300011224043",1
"090070001077A001",1
"0901000010629004",1
"0900500011612006",1
"0900300010802022",1
"0901600011090012",1
"0900200010595025",1
"090030001022A048",1
"0900400010227011",1
"0900500010722007",1
"0900500012733011",1
"0901300010480009",1
"090060001108A019",2
"0901300010438008",2
"0900400010138019",1
"0900200010699004",1
"0900500013248017",2
"0900700014749007",1
"0901000010173014",1
"0900700012437001",2
"0900500013303042",1
"090150001049A009",1
"090160001075A004",1
"090070001383A006",1
"0900500013089031",1
"0901000011773008",1
"090130001025A008",1
"0900500012748004",1
"0901000011843012",2
"0901700010329013",1
"090070001159A021",1
"0900500010188024",1
"0901000010031005",1
"0900700015766001",2
"0900800010334005",1
"0900500010192019",2
"0901500010555004",1
"0901700010780009",1
"0901500010184010",1
"0901200010642008",1
"0900800010160005",2
"0900800010527021",1
"090070001376A001",2
"0900700010411004",2
"0900700011636012",2
"0901700011204015",1
"0900400200246005",1
"090140001090A001",1
"0900700015037013",1
"0900600010024009",1
"0900800010230007",1
"0900700015446011",2
"0901500010875001",1
"0901700010051027",1
"0901000011152014",1
"0900800010118008",1
"0901600011160006",1
"0900200010415028",1
"090120001052A011",1
"0900200010237007",1
"0900300010982015",1
"0900200010400013",1
"0900700010483005",1
"0900600010363002",1
"0901500011182015",1
"0901600010069010",1
"0900500010845008",1
"0901500011248003",1
"0900700011509004",1
"0900500010775016",1
"0900500011862003",1
"0900400010212004",1
"0900700014448017",1
"0900700012070002",2
"0900500012199020",1
"0901200011299009",1
"090110026097A005",2
"0901000011792021",1
"0900700010515010",1
"0900700011091004",1
"0900700010676020",1
"0900400200316062",1
"0901700011276006",1
"090030001015A016",1
"0901100010096012",2
"0901500011500023",1
"0900800010230003",1
"0900400010123006",1
"090050001014A012",1
"0900500012381011",1
"0901600010285005",1
"0900700015554003",1
"0900500011307029",1
"0900800010264001",2
"0901400010219014",1
"0900600010166012",1
"0900700010318001",1
"0900500011792018",1
"0901400010990001",1
"0901400010083012",1
"0900700010515013",1
"0900700010553019",1
"0901300010334010",1
"0901100010128036",1
"0900500011294010",1
"0900300010817021",1
"0901200011142025",1
"0900300010179021",1
"0900800010283026",1
"0900700012649013",1
"0900500010830023",2
"0901600010247028",1
"0900600010448015",1
"0900200011080001",2
"0900400010231009",1
"0900300011270021",1
"0901300010527010",1
"0900600010787001",1
"0900300011726016",1
"0900300010179005",1
"090050001039A002",2
"0900500010436008",1
"0901200011744005",1
"090070001084A022",1
"0900700012954001",1
"0901000010953014",1
"0900500012930009",1
"0900800010283023",1
"0900700013100034",2
"0900400010138003",1
"0901000011951041",1
"0900700013702009",1
"0900500011792015",3
"0901000010991016",1
"0901600010891016",1
"0900300010357009",1
"0901200010892031",1
"090070001216A011",1
"0901600010177008",1
"0901500011271006",1
"0900700011265006",1
"0900700014024007",1
"0901500010521005",1
"0901100010185001",1
"0900300010658014",1
"0900300010997012",1
"090110026097A018",1
"0900700014594039",2
"0900700013863004",1
"0901600010976001",1
"0901600010923019",2
"0900700013793013",1
"0901200011513051",1
"0900700012780005",1
"0901600010872016",1
"0900700010746012",1
"090170001137A014",1
"0900300010215004",1
"0900700010021016",1
"0900600010344013",2
"0901600010213021",1
"090020001081A004",1
"0901700010263005",1
"0901000011773023",1
"0900600010397009",1
"0901500010485003",1
"090070001287A021",1
"0900300010037020",1
"0900600010448005",1
"0901200010500006",1
"0900700011621031",1
"0901000010313002",1
"0900700013717030",1
"0901000010328025",1
"0901700010085018",1
"0900300010658036",1
"0900500010385007",1
"0900700015037002",1
"0900600010109028",1
"0901100010452029",1
"0900900110401019",1
"0900600010344001",1
"0900700014081019",1
"0900500011237026",1
"0900901520613005",1
"090030001022A050",1
"0900300011105027",1
"090160001043A005",1
"0901600010656003",1
"090170001023A009",1
"0901700010831026",1
"0901200011299014",1
"0901700010032014",1
"0901400010806016",1
"0901200010074001",1
"0900200011042030",1
"090070001084A001",1
"0901500010574009",1
"0901600010548018",1
"0900300010554033",1
"0901700010812013",1
"0901100010039047",1
"0901200010163006",1
"0900700011710002",1
"0900200010148007",1
"0900500013055021",2
"0901200261528015",2
"090070001077A002",1
"0900300010963005",1
"0900300011266017",1
"0900700012704027",1
"0901400010628015",1
"0901300010565015",3
"0900700010943012",1
"0900600010363010",2
"0900700013276039",1
"090100001135A025",1
"0900200010792011",1
"0900700011636001",1
"090070001337A026",1
"0900700010534012",1
"0900500011167001",1
"0901400010420015",1
"0901000012288002",1
"0900700013539006",1
"0901000010741034",1
"0901700011191022",1
"0901700011083017",1
"090130001064A001",1
"0900700015605035",1
"0901000011148002",1
"0901500010841001",1
"0900500010883001",1
"0901400010469015",1
"0901200012193021",2
"0901700010117019",1
"0900600010170004",1
"090070001337A030",1
"0901000011148045",1
"0900700010479015",1
"090070001390A019",2
"0900700011301031",1
"0900700011674027",1
"0901100011145001",2
"090100001167A012",1
"0901600010656010",1
"090040001034A018",2
"090160001068A024",1
"0901400010488025",1
"090120001216A001",1
"0901700011149031",1
"0900900170384024",1
"0901600010976003",1
"0900300010681018",1
"0900300010889023",1
"0900200010167008",1
"0901400010806005",1
"0901200012013039",1
"0901500011356026",1
"0900200010415014",1
"0900700013632013",1
"090120001052A022",2
"0901100010274007",1
"0901200010341025",1
"0901400010948006",1
"0900700010657023",1
"0900700010801017",1
"0900600010772020",1
"0900700011284002",1
"0901300010391003",1
"0900300010056002",1
"0900700010426030",1
"0900600010594002",1
"0901100011427015",1
"0901000010332014",1
"0901200010318024",1
"0900800010052014",1
"0901300010404003",1
"0901200011496017",1
"0900800010512007",1
"0900600010363017",1
"0900700012070007",1
"0901100010607015",1
"0901200010341035",1
"0901500010822008",2
"0901000010968008",1
"0900700010214025",1
"0900500013322003",1
"0900500011383008",2
"0901200010568003",1
"0900500010370009",1
"0901200261674005",1
"0901500010790003",2
"0900700011640023",1
"0900700013505031",1
"0900700010182014",1
"0900500011701024",2
"0900200010472009",1
"0900300011213009",1
"0900700010445024",1
"090030001143A022",1
"0901200011424033",1
"0900700013971030",1
"0900400010299002",2
"0900700014768002",1
"0901600010872013",1
"0901000010135022",1
"0901500010521003",1
"0900700014965001",1
"0901600011156017",1
"0900700011369019",1
"0901300011027019",2
"0900700011195001",1
"0901200261674010",2
"0901000010690005",1
"0901200262403001",1
"0900300011425004",1
"0900700013083027",1
"0900300010713001",1
"0900500010243045",1
"0900200010307001",1
"0900903000647006",1
"0900600011003013",1
"0900500010169009",1
"0900700010178013",1
"0901000011275002",1
"0900700015713021",1
"0900900170365015",1
"0900600010522006",1
"0900500012625009",1
"090110001122A013",1
"0900700012901001",2
"0901000010667036",1
"0900700012189023",1
"090100001135A046",1
"0900700012757038",1
"0901000012095007",1
"0900500010756011",1
"0901300010419025",1
"0901100010664001",1
"090020001028A003",1
"0900300010840023",2
"0901700010564017",1
"0900700014151031",2
"0900500010027004",2
"0900500013394004",1
"0900500012216022",2
"0901600010410002",1
"0900700012085014",1
"0900500010633010",1
"0901200011994036",1
"0900700013740006",1
"0901400010806010",1
"0900800010546024",1
"090150001063A021",1
"090040001002A033",1
"0900300010056015",1
"0901600010660008",1
"0901200272028017",1
"0900700011763011",3
"0901200011975007",1
"090070001127A016",1
"0900700013613003",2
"0900500010421007",1
"0901200011212010",1
"0901200012102009",1
"0900500012184015",1
"0901700010526022",1
"0900700011138003",1
"0901400011024012",1
"0900600011022018",1
"0900300010639014",1
"0901600011156003",1
"0900200010256033",1
"0900300011162006",1
"0900700011918004",1
"0900400010180007",2
"0901000010968025",1
"0900700011250009",1
"090050001103A013",1
"0901600010393022",1
"0901400010204020",1
"0900300010643005",2
"0901000011468004",1
"0901500010555009",1
"0901700010780004",1
"0901600011103006",1
"0901200011443009",1
"090070001091A031",1
"0901500011286011",1
"0900200010491022",1
"0900700010680004",1
"0900200010684017",1
"0901600010656016",1
"0900300011478005",2
"0900800010353028",1
"090060001033A016",1
"0901000011260009",1
"0901100010664003",1
"090060001065A015",1
"0901600010942007",1
"0900700010017031",2
"0901700011401007",1
"0900500011913022",1
"0901500011341004",1
"0900700011960006",1
"0900500012659018",1
"0900500012004001",1
"0900700011034022",1
"0901000010243011",1
"0901300011154015",1
"0900700011496021",2
"0900200010792006",1
"0901500010038003",1
"0900600010518002",1
"0900500011190012",1
"0901000010012003",1
"0900600011107011",2
"0901400010257009",1
"0901100010274005",1
"0900500011557031",1
"0900600010240002",1
"0901500010606014",1
"0901500010593007",1
"0901600010143002",1
"0901000011716006",1
"090120001038A009",1
"0900500012610011",2
"0900700012649029",1
"0900500012324009",1
"0900700010106014",2
"0901700010920001",2
"090160001118A004",1
"0901700010102005",1
"0901000010864015",1
"090040001027A007",1
"0900600010486006",1
"0900500010402010",1
"0901700010460014",1
"0900700015677017",3
"0900700010464008",1
"0901200010500011",1
"0901400010806007",1
"0900300010963001",1
"0901500010112008",1
"0900700014912011",1
"0900500012362002",1
"0901200010799001",1
"0900700015535001",1
"0900500010169040",1
"0900500011985018",1
"0900600010880013",1
"0900700012193017",1
"0900700014999017",1
"090090015012A017",1
"0900700012564008",1
"0900700014062023",1
"0901100010664017",1
"0900700013721009",1
"0900700013651004",1
"0901000011186009",1
"0900500011345015",2
"0900700011890016",1
"0900500012485041",2
"090070001255A006",1
"0901200011316012",1
"0901300010550006",1
"0900500012428014",1
"0900700012102010",1
"0901400010596005",1
"0901000011881019",1
"0900700015874002",2
"0900300011232005",1
"0900800010423026",1
"0900600010039002",2
"0901700010390003",1
"090050001181A026",1
"090170001023A006",1
"0900500011203009",2
"0901100010325049",1
"0900600011075021",1
"0900700014433014",1
"0901700010615005",1
"0900700015427045",1
"0900700010360003",1
"0900700010271003",2
"0901000011966005",1
"0901000012038005",1
"0900500010703007",1
"0901200011640053",1
"090030001129A020",1
"0900700011941028",1
"0900500011330007",1
"0900700011015016",1
"0901700010210015",1
"0901300010601041",1
"0900500011523011",1
"0900700010303006",1
"0900900330350006",1
"0900300011181047",1
"0901200010888033",1
"0901500011430008",1
"0901600010374013",1
"0900500010737009",1
"0900700014058001",1
"0901000011006009",1
"0900700014931017",1
"0901000010510012",1
"0901400010384022",1
"0901500010697015",2
"0901700010390019",1
"0900500010703003",1
"0901200011142016",1
"0901300011101045",1
"0900200010222001",2
"0900700014931007",1
"0900700010727001",1
"0900300010357006",1
"090050001224A008",1
"0901200271778001",2
"090170001030A014",1
"0901500011159016",1
